0	2010-10-12T00:21:28Z	40.6438845363	-73.7828063965	23261
0	2010-10-11T20:21:20Z	40.74137425	-73.9881052167	16907
0	2010-10-11T20:20:42Z	40.741388197	-73.9894545078	12973
0	2010-10-11T00:06:30Z	40.7249103345	-73.9946207517	341255
0	2010-10-10T22:00:37Z	40.729768314	-73.9985353275	260957
0	2010-10-10T21:17:14Z	40.7285271242	-73.9968681335	1933724
0	2010-10-10T17:47:04Z	40.7417466987	-73.993421425	105068
0	2010-10-09T23:51:10Z	40.7341933833	-74.0041635333	34817
0	2010-10-09T22:27:07Z	40.7425115937	-74.0060305595	27836
0	2010-10-09T21:39:26Z	40.7423961659	-74.0075433254	15079
0	2010-10-09T21:36:05Z	40.7423961659	-74.0075433254	15079
0	2010-10-09T21:05:23Z	40.7358847426	-74.0049684048	22806
0	2010-10-09T20:55:47Z	40.7275253534	-73.9853990078	1365909
0	2010-10-09T01:37:03Z	40.7568799674	-73.9862251282	11844
0	2010-10-08T21:48:37Z	40.7074172208	-74.0113627911	11742
0	2010-10-08T21:45:48Z	40.7071727167	-74.0105454333	19822
0	2010-10-08T21:43:52Z	40.7070708167	-74.0119528667	15169
0	2010-10-08T21:43:02Z	40.705823135	-73.9966964722	11794
0	2010-10-08T19:28:36Z	40.7693780407	-73.9630830288	1567837
0	2010-10-08T17:24:27Z	40.7808054632	-73.9764726162	35513
0	2010-10-08T00:07:48Z	40.7317243329	-74.0033376217	87914
0	2010-10-07T23:18:10Z	40.7308686424	-73.9975655079	16397
0	2010-10-07T21:58:31Z	40.7422010764	-73.9879953861	17710
0	2010-10-07T21:02:01Z	40.7458101407	-73.9882206917	60450
0	2010-10-07T20:31:48Z	40.7484436586	-73.9857316017	12313
0	2010-10-07T20:14:44Z	40.7515076167	-73.9755	34484
0	2010-10-07T15:27:40Z	40.6438845363	-73.7828063965	23261
5	2010-09-06T18:29:13Z	40.761176868	-73.9868709323	458146
5	2010-09-06T13:54:52Z	40.7637712634	-73.9777493477	490887
5	2010-09-06T04:01:59Z	40.7563951	-73.98525065	906408
5	2010-09-06T00:10:43Z	40.7568352692	-73.985055685	84240
5	2010-08-30T04:26:23Z	40.7563951	-73.98525065	906408
5	2010-08-16T03:47:20Z	40.6438845363	-73.7828063965	23261
8	2010-10-06T20:51:33Z	40.645919692	-73.7779355049	17417
8	2010-10-06T20:23:14Z	40.6438845363	-73.7828063965	23261
8	2010-10-05T19:29:41Z	40.73850238	-74.00378865	164424
8	2010-10-05T06:39:15Z	40.7319546167	-73.9838675167	24785
8	2010-10-04T18:57:33Z	40.74137425	-73.9881052167	16907
15	2010-10-14T02:19:27Z	40.758804975	-73.985171702	1545684
15	2010-10-14T02:18:59Z	40.7595343138	-73.9854497778	78751
15	2010-10-14T02:18:38Z	40.7592880667	-73.9851307833	11848
15	2010-10-14T02:18:02Z	40.7568799674	-73.9862251282	11844
15	2010-10-14T02:17:00Z	40.75925219	-73.98482728	327028
15	2010-10-14T02:16:48Z	40.7592529943	-73.9856243134	285517
