18367	1479
29353	153607
4793	4902
137431	718
145564	662
37173	33851
165226	3440
48686	112515
71507	78721
62	24963
20332	3350
24980	59177
868	127069
10988	4978
34602	35050
11321	1973
34311	4447
10351	4985
22975	159663
173812	185595
1587	9712
113456	18087
4902	112185
22	119198
4902	72976
74217	457
7990	33590
105935	59178
49383	18584
119198	104000
49025	4929
118914	5254
4902	18309
70791	162882
4929	120851
35527	7442
19904	109641
111	513
4902	158020
56024	73674
178164	4929
86203	102093
17592	49383
35506	28228
578	51700
3011	1759
71199	22
7202	3490
32683	457
36350	3225
14921	1747
29353	128574
32663	109821
1274	104102
173616	105935
10441	2197
34722	34716
55635	22
56295	5562
574	1201
2105	1201
39075	578
71176	128767
189147	175535
159040	10765
1201	73274
2357	47988
35903	35904
18055	71244
22	39388
3372	32174
4595	73154
24684	4907
2082	59179
1400	158679
119198	6156
104357	142797
91182	128116
29886	14851
1274	158643
49383	1500
35354	2798
3480	24787
5862	21563
36354	12604
22960	11053
842	32212
28817	47502
43395	157259
3011	6155
17762	24951
52943	2798
578	2964
7334	4902
65230	2798
578	2631
1546	4929
3401	578
178164	34311
71114	36254
2798	3138
22	114288
1201	3372
34288	61178
15970	127069
52658	9395
991	1759
4605	85561
117025	24962
56657	33244
42497	25965
11897	22
119034	842
1940	67079
3463	658
1201	4850
86361	61455
35267	34343
492	53733
39222	16428
69894	29353
4848	23681
111	53706
14155	1269
185595	194967
2798	2082
24951	1201
27720	49383
53733	19647
4447	24645
4348	2798
4902	1541
47988	2357
19298	71244
2798	102551
1201	188619
39967	65437
842	4838
4359	73272
15	84107
842	4836
513	28817
4929	1201
110154	21176
190526	1940
105542	35288
49988	124850
82425	2964
18367	49911
842	2197
36355	4902
14970	76252
32876	111
22	11897
5862	84107
4873	4929
83721	3400
3480	15927
842	129064
95625	4771
22	20332
590	36579
78023	26265
24980	34719
22	117025
117020	10433
96721	11783
71266	124355
1747	45579
24684	868
86253	24287
1522	119567
842	4161
146357	4952
88599	128574
109821	49911
842	24474
74222	1201
52949	4929
1527	49387
67624	179890
68865	178164
28775	3711
160200	159663
15594	4991
1201	2964
2704	38706
3673	1274
457	1479
5247	4902
124863	153809
35126	13705
18367	31486
4929	10794
166504	30527
71244	116040
130570	8587
36017	842
3528	46969
18974	64483
48494	36354
94663	842
3236	1400
123376	123377
75519	176683
5280	14523
176146	99847
23913	149968
6798	842
2798	1201
49911	97655
31389	28355
15584	91182
34128	4559
1274	7838
24787	4850
14745	71148
33494	104723
71113	4935
145752	22
27720	5001
4918	27544
15094	24962
22	96782
4435	33139
76824	4929
1274	527
27250	49911
28635	576
11577	4929
104357	868
25185	153809
4161	29353
148273	106326
2798	28386
68999	27889
37371	22
1263	33590
2859	124355
32660	34391
4605	39396
34120	1479
2197	53706
43855	122412
1969	8917
10451	457
22790	34157
539	35050
49383	3698
71140	1810
33151	111
